pmid,title,keywords,pubyear,jid
21514250,The diagnosis of dementia due to Alzheimer's disease: recommendations from the National Institute on Aging-Alzheimer's Association workgroups on diagnostic guidelines for Alzheimer's disease.,"D000544:Alzheimer Disease;D015415:Biomarkers;D003937:Diagnosis, Differential;D003952:Diagnostic Imaging;D018450:Disease Progression;D006801:Humans;D054561:National Institute on Aging (U.S.);D017410:Practice Guidelines as Topic;D012955:Societies, Medical;D014481:United States",2012,157
20525771,Associations between regional cortical thickness and attentional networks as measured by the attention network test.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D001288:Attention;D001931:Brain Mapping;D002540:Cerebral Cortex;D003463:Cues;D056344:Executive Function;D005260:Female;D006801:Humans;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D009415:Nerve Net;D009483:Neuropsychological Tests;D009949:Orientation;D011930:Reaction Time;D012737:Sex Factors;D013223:Statistics as Topic",2011,158
20145400,Attention network functioning in patients with dementia with Lewy bodies and Alzheimer's disease.,D000161:Acoustic Stimulation;D000368:Aged;D000544:Alzheimer Disease;D001288:Attention;D003463:Cues;D004493:Education;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D009415:Nerve Net;D009483:Neuropsychological Tests;D011597:Psychomotor Performance;D011930:Reaction Time;D012959:Socioeconomic Factors,2010,159
19173762,Parkinson's disease dementia and dementia with Lewy bodies: different aspects of one entity.,"D000109:Acetylcholine;D000368:Aged;D000544:Alzheimer Disease;D053327:Apolipoprotein E4;D001921:Brain;D003704:Dementia;D003937:Diagnosis, Differential;D004298:Dopamine;D006801:Humans;D020961:Lewy Body Disease;D010300:Parkinson Disease;D010641:Phenotype;D051844:alpha-Synuclein",2009,160
18848632,Issues with threshold masking in voxel-based morphometry of atrophied brains.,"D000368:Aged;D000375:Aging;D000544:Alzheimer Disease;D001284:Atrophy;D001921:Brain;D001931:Brain Mapping;D003704:Dementia;D005260:Female;D006801:Humans;D007090:Image Interpretation, Computer-Assisted;D008279:Magnetic Resonance Imaging;D008297:Male;D011877:Radionuclide Imaging",2009,140
18024777,Dementia with Lewy bodies and Parkinson's disease with dementia: where two worlds collide.,"D000375:Aging;D000544:Alzheimer Disease;D001921:Brain;D003704:Dementia;D003937:Diagnosis, Differential;D018450:Disease Progression;D006801:Humans;D020961:Lewy Body Disease;D009474:Neurons;D010300:Parkinson Disease",2008,161
17972045,Cholinergic balance in dementia with Lewy bodies: reversible worsening of Parkinsonism at rivastigmine dosage modulation.,D000109:Acetylcholine;D000368:Aged;D002800:Cholinesterase Inhibitors;D018450:Disease Progression;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D020734:Parkinsonian Disorders;D048448:Phenylcarbamates;D000068836:Rivastigmine;D013997:Time Factors,2008,141
17761438,A fast diffeomorphic image registration algorithm.,"D000465:Algorithms;D001185:Artificial Intelligence;D001921:Brain;D006801:Humans;D007089:Image Enhancement;D007090:Image Interpretation, Computer-Assisted;D021621:Imaging, Three-Dimensional;D008279:Magnetic Resonance Imaging;D010363:Pattern Recognition, Automated;D015203:Reproducibility of Results;D012680:Sensitivity and Specificity;D013382:Subtraction Technique",2007,140
17542011,Clinical diagnostic criteria for dementia associated with Parkinson's disease.,"D003704:Dementia;D003937:Diagnosis, Differential;D006801:Humans;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D012720:Severity of Illness Index;D013647:Task Performance and Analysis",2008,28
17287240,Visual recognition memory differentiates dementia with Lewy bodies and Parkinson's disease dementia.,"D000368:Aged;D000369:Aged, 80 and over;D003072:Cognition Disorders;D003704:Dementia;D003937:Diagnosis, Differential;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D008569:Memory Disorders;D010300:Parkinson Disease;D021641:Recognition (Psychology);D014796:Visual Perception",2007,16
16772356,"Higher cortical deficits influence attentional processing in dementia with Lewy bodies, relative to patients with dementia of the Alzheimer's type and controls.","D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D001288:Attention;D002540:Cerebral Cortex;D003071:Cognition;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D008606:Mental Processes;D008609:Mental Status Schedule",2006,16
16594774,Attentional networks in normal aging and Alzheimer's disease.,"D000293:Adolescent;D000328:Adult;D000367:Age Factors;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D000544:Alzheimer Disease;D001288:Attention;D016022:Case-Control Studies;D003463:Cues;D005260:Female;D006801:Humans;D008297:Male;D009483:Neuropsychological Tests;D009949:Orientation;D010364:Pattern Recognition, Visual;D010775:Photic Stimulation;D011340:Problem Solving;D011597:Psychomotor Performance;D011930:Reaction Time",2006,162
16407544,Compensatory changes in the noradrenergic nervous system in the locus ceruleus and hippocampus of postmortem subjects with Alzheimer's disease and dementia with Lewy bodies.,"D000317:Adrenergic alpha-Antagonists;D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D003712:Dendrites;D005260:Female;D005473:Fluoxetine;D006624:Hippocampus;D006801:Humans;D019329:Idazoxan;D017403:In Situ Hybridization;D020961:Lewy Body Disease;D008125:Locus Coeruleus;D008297:Male;D008875:Middle Aged;D009419:Nerve Tissue Proteins;D009638:Norepinephrine;D050484:Norepinephrine Plasma Membrane Transport Proteins;D011224:Prazosin;D012333:RNA, Messenger;D018340:Receptors, Adrenergic, alpha-1;D018341:Receptors, Adrenergic, alpha-2;D044024:Tetralones;D014446:Tyrosine 3-Monooxygenase",2006,49
16237129,Diagnosis and management of dementia with Lewy bodies: third report of the DLB Consortium.,"D001921:Brain;D003342:Corpus Striatum;D003937:Diagnosis, Differential;D050483:Dopamine Plasma Membrane Transport Proteins;D004361:Drug Tolerance;D006801:Humans;D016631:Lewy Bodies;D020961:Lewy Body Disease;D020187:REM Sleep Behavior Disorder;D051844:alpha-Synuclein",2006,53
15907304,The activation of attentional networks.,D000293:Adolescent;D000328:Adult;D000465:Algorithms;D001288:Attention;D002540:Cerebral Cortex;D003463:Cues;D005260:Female;D007839:Functional Laterality;D006801:Humans;D008279:Magnetic Resonance Imaging;D008297:Male;D009415:Nerve Net;D009483:Neuropsychological Tests;D009949:Orientation;D010296:Parietal Lobe;D011597:Psychomotor Performance;D011930:Reaction Time;D013702:Temporal Lobe;D013788:Thalamus,2005,140
15558781,Anatomy of attentional networks.,"D001288:Attention;D001921:Brain;D003952:Diagnostic Imaging;D007839:Functional Laterality;D006801:Humans;D008959:Models, Neurological;D010465:Perception;D013997:Time Factors",2005,163
15324362,Mild cognitive impairment as a diagnostic entity.,D000368:Aged;D000544:Alzheimer Disease;D003072:Cognition Disorders;D006801:Humans;D009483:Neuropsychological Tests;D011569:Psychiatric Status Rating Scales;D009626:Terminology as Topic,2004,164
14966152,Fluctuating cognition in dementia with Lewy bodies and Alzheimer's disease is qualitatively distinct.,"D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D017028:Caregivers;D003072:Cognition Disorders;D003937:Diagnosis, Differential;D018450:Disease Progression;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D010507:Periodicity;D012720:Severity of Illness Index",2004,16
14749292,"Cerebral atrophy in Parkinson's disease with and without dementia: a comparison with Alzheimer's disease, dementia with Lewy bodies and controls.",D000368:Aged;D000544:Alzheimer Disease;D001921:Brain;D003430:Cross-Sectional Studies;D003704:Dementia;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D010300:Parkinson Disease,2004,36
14743362,Comparison of dementia with Lewy bodies to Alzheimer's disease and Parkinson's disease with dementia.,"D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D003704:Dementia;D003937:Diagnosis, Differential;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D008875:Middle Aged;D009460:Neurologic Examination;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011594:Psychometrics",2004,28
14568499,Regional cerebral blood flow in Parkinson's disease with and without dementia.,"D000368:Aged;D000465:Algorithms;D000544:Alzheimer Disease;D002560:Cerebrovascular Circulation;D003704:Dementia;D005260:Female;D006801:Humans;D007091:Image Processing, Computer-Assisted;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D015899:Tomography, Emission-Computed, Single-Photon",2003,140
12473758,Fluctuations in attention: PD dementia vs DLB with parkinsonism.,"D000368:Aged;D000369:Aged, 80 and over;D001143:Arousal;D001288:Attention;D003071:Cognition;D003704:Dementia;D004569:Electroencephalography;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011930:Reaction Time",2003,53
11970796,Testing the efficiency and independence of attentional networks.,"D000328:Adult;D000704:Analysis of Variance;D001288:Attention;D003072:Cognition Disorders;D003936:Diagnosis, Computer-Assisted;D005260:Female;D016489:Head Injuries, Closed;D006801:Humans;D008297:Male;D009483:Neuropsychological Tests;D009949:Orientation;D011597:Psychomotor Performance;D015203:Reproducibility of Results",2002,165
11405813,Attention and fluctuating attention in patients with dementia with Lewy bodies and Alzheimer disease.,"D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D001288:Attention;D003072:Cognition Disorders;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D015999:Multivariate Analysis;D009483:Neuropsychological Tests;D011446:Prospective Studies;D011930:Reaction Time",2001,125
11113036,The noradrenergic alpha2 agonist clonidine modulates behavioural and neuroanatomical correlates of human attentional orienting and alerting.,D000293:Adolescent;D000316:Adrenergic alpha-Agonists;D000328:Adult;D000704:Analysis of Variance;D001288:Attention;D003000:Clonidine;D003463:Cues;D005260:Female;D016316:Guanfacine;D006801:Humans;D008297:Male;D008875:Middle Aged;D009949:Orientation;D010296:Parietal Lobe;D011930:Reaction Time;D013702:Temporal Lobe,2001,158
10762503,"Quantifying fluctuation in dementia with Lewy bodies, Alzheimer's disease, and vascular dementia.","D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D001288:Attention;D001931:Brain Mapping;D003072:Cognition Disorders;D015331:Cohort Studies;D015140:Dementia, Vascular;D003937:Diagnosis, Differential;D004569:Electroencephalography;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D009483:Neuropsychological Tests;D012372:ROC Curve;D011930:Reaction Time;D012680:Sensitivity and Specificity;D012720:Severity of Illness Index",2000,53
10720273,Prospective validation of consensus criteria for the diagnosis of dementia with Lewy bodies.,"D000368:Aged;D000369:Aged, 80 and over;D001921:Brain;D003245:Consensus Development Conferences as Topic;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D011446:Prospective Studies;D015203:Reproducibility of Results;D012680:Sensitivity and Specificity",2000,53
9055266,Inhibition of return and visuospatial attention in healthy older adults and individuals with dementia of the Alzheimer type.,D000328:Adult;D000367:Age Factors;D000368:Aged;D000375:Aging;D000544:Alzheimer Disease;D001288:Attention;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D011930:Reaction Time;D014796:Visual Perception,1997,162
2183676,The attention system of the human brain.,"D001288:Attention;D001921:Brain;D007839:Functional Laterality;D006801:Humans;D010364:Pattern Recognition, Visual",1990,166
28164377,Disentangling the mechanisms of cognitive changes after STN-DBS: A step forward.,D003071:Cognition;D046690:Deep Brain Stimulation;D010300:Parkinson Disease;D020531:Subthalamic Nucleus,2018,28
27753157,Neuropsychological outcomes from constant current deep brain stimulation for Parkinson's disease.,D000368:Aged;D060825:Cognitive Dysfunction;D046690:Deep Brain Stimulation;D003863:Depression;D005260:Female;D005500:Follow-Up Studies;D006801:Humans;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D020531:Subthalamic Nucleus;D016896:Treatment Outcome,2017,28
26011773,Brain alterations with deep brain stimulation: New insight from a neuropathological case series.,"D000368:Aged;D000369:Aged, 80 and over;D001369:Axons;D046690:Deep Brain Stimulation;D004567:Electrodes, Implanted;D020329:Essential Tremor;D005260:Female;D005549:Foreign-Body Reaction;D005911:Gliosis;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D016037:Single-Blind Method",2016,28
25842260,The medical treatment of patients with Parkinson's disease receiving subthalamic neurostimulation.,"D000368:Aged;D000928:Antidepressive Agents;D000978:Antiparkinson Agents;D046690:Deep Brain Stimulation;D018491:Dopamine Agonists;D004305:Dose-Response Relationship, Drug;D005260:Female;D005500:Follow-Up Studies;D006801:Humans;D007980:Levodopa;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012189:Retrospective Studies;D020531:Subthalamic Nucleus;D016896:Treatment Outcome",2016,20
25086832,Role of fronto-striatal tract and frontal aslant tract in movement and speech: an axonal mapping study.,D000328:Adult;D001931:Brain Mapping;D001932:Brain Neoplasms;D003342:Corpus Striatum;D056324:Diffusion Tensor Imaging;D004558:Electric Stimulation;D005260:Female;D005625:Frontal Lobe;D005910:Glioma;D006801:Humans;D007802:Language;D008297:Male;D008875:Middle Aged;D009068:Movement;D017072:Neostriatum;D009434:Neural Pathways;D013060:Speech;D016896:Treatment Outcome;D014851:Wakefulness,2016,167
24050735,Subthalamic neurostimulation for Parkinson's disease with early fluctuations: balancing the risks and benefits.,D046690:Deep Brain Stimulation;D018450:Disease Progression;D006801:Humans;D010300:Parkinson Disease;D012307:Risk Factors;D020531:Subthalamic Nucleus,2013,44
23801735,Relation of lead trajectory and electrode position to neuropsychological outcomes of subthalamic neurostimulation in Parkinson's disease: results from a randomized trial.,"D000368:Aged;D000978:Antiparkinson Agents;D002421:Caudate Nucleus;D003072:Cognition Disorders;D046690:Deep Brain Stimulation;D004311:Double-Blind Method;D004566:Electrodes;D005260:Female;D007839:Functional Laterality;D005917:Globus Pallidus;D006801:Humans;D007854:Lead;D007980:Levodopa;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D017063:Outcome Assessment (Health Care);D010300:Parkinson Disease;D018709:Statistics, Nonparametric;D020531:Subthalamic Nucleus",2013,36
23208668,Long-term outcomes of surgical therapies for Parkinson's disease.,D046690:Deep Brain Stimulation;D005500:Follow-Up Studies;D006801:Humans;D009043:Motor Activity;D010300:Parkinson Disease;D013997:Time Factors;D016896:Treatment Outcome,2013,28
22314706,Postmortem observation of collagenous lead tip region fibrosis as a rare complication of DBS.,D000368:Aged;D001344:Autopsy;D046690:Deep Brain Stimulation;D024022:Fibrillar Collagens;D005355:Fibrosis;D005904:Glial Fibrillary Acidic Protein;D006801:Humans;D008297:Male;D010300:Parkinson Disease,2012,28
22166423,Factors associated with neuropsychiatric side effects after STN-DBS in Parkinson's disease.,D000818:Animals;D046690:Deep Brain Stimulation;D006801:Humans;D001523:Mental Disorders;D010300:Parkinson Disease;D020531:Subthalamic Nucleus,2012,20
